name,rating
Michael Sullivan,4.2
Ken Ono,4.5
Alisha Bhimani,4.0
Dylanger Pittman,2.6
Michael Lucker,2.0
January LaVoy,5.0
Travis Sanchez,1.0
Bill Kelly,4.4
Brooke Ullery,5.0
Xochitl Marsilli-Vargas,5.0
Wei Huang,5.0
Connie Roth,3.9
Cynthia Guo,5.0
Ana Fauri,4.8
Emily Gade,5.0
Meina Yates-Richard,4.0
Tongil Kim,2.8
Morgan Ward,2.5
Judd Owens,3.3
Juan David Chacon,2.0
Leah Roesch,4.2
Arnaud Tcheutou,4.0
Carrie Wickham,3.9
Mikhail Epstein,3.6
Alexander Clifton,3.6
Jose Quiroga,2.8
Makiko Safigan,5.0
Tara Myers,5.0
Justin Haynes,3.0
Makenzie Fitzgerald,3.0
Mariana Candido,5.0
Horigan Ann,1.0
Robyn Fivush,3.7
Zeling He,4.0
Zhongjian Lin,4.0
Cecile Janssens,5.0
Sabrina Marcano,5.0
Alan Abramowitz,2.4
Kristian Blaich,4.9
Kirsten Travers-Uyham,5.0
Jareka Dellenbaugh,4.0
Thomas Rogers,4.4
Stephen Nowicki,4.0
Dustin Mengelkoch,4.6
Caroline Schaumann,5.0
Donghyun Jeong,4.0
Karen Ton,4.9
Avani Wildani,2.6
Saman Najmi,2.0
Rebecca Shasanmi Ellis,5.0
James Lu,5.0
Christina DePasquale,4.8
Julianna Watson,4.5
Carlos Ballesteros-Ruiz,4.7
Kristin Wendland,4.1
Whitney Easton,3.8
Ben Yonas,4.0
Margaret Matthews,4.3
Anne Hall,3.5
Michael Crutcher,4.1
Salmon Shomade,2.8
Lynn Bertrand,4.5
Jess Libow,5.0
Vishwanath Seshagiri,5.0
Austin Boese,4.0
Andrew Plattner,5.0
Laura Heath-Stout,5.0
Angelica So,4.1
Sarah (Sadie) Warren,5.0
Deborah Lipstadt,3.9
Warren Shull,2.1
Eric Tanenblatt,5.0
Anthony Healey,2.7
Jorge Lizarzaburu,4.5
Ahmed Siddiqi,4.5
Inyoung Chae,3.0
Joonna Trapp,5.0
Marcelo Sales,4.7
Cassie Gonzales,4.5
Sahar Voghoei,1.4
Changzheng Liu,5.0
Christopher Keyes,4.4
Teresa Davis,4.8
Abigail Droge,5.0
Kate Hawks,4.5
John D'Amico,4.2
Brandon Wicks,4.1
Craig Womack,3.3
Kyle Tanaka,4.3
Thomas Gillespie,5.0
Le Chen,2.5
Chip Frame,3.5
Karen Bergmann,4.0
Valérie Loichot,4.4
Deborah McFarland,4.0
Eric Weeks,5.0
Tim Lian,2.9
Ren Li,4.7
Sophia Leonard,3.5
Narasimhan Jegadeesh,4.6
Kirsten Widner,5.0
Alena Alamgir,3.4
Tim Cooper,2.0
Elena Antoniadou,2.4
Janike Ruginis,4.8
Bas Peters,2.0
Binna Kim,3.2
Katharina Aignar,5.0
Sherryl Goodman,2.9
belen Ibanez,1.0
Robert Morton,4.8
Isabella Alexander-Nathani,4.9
Adam Fristoe,4.7
Rui Gao,3.8
Nathan Jui,3.5
Bernardo Andrade,4.5
Ted Rodgers,3.4
Jennifer Sarrett,4.7
Sean Dolan,4.6
Anthony Healy,3.0
Anita Corbett,5.0
Deboleena Roy,2.5
Falguni Sheth,3.3
Michael Miller,2.4
Mi Luo,2.4
Prema Gandhi,3.7
Carlos Zorrilla,5.0
John Ammerman,4.3
Olga Turner,3.0
Bradd Shore,3.3
Connor Larsen,4.7
Jeffrey Morrison,4.5
Corey Keyes,4.0
Andrii Arman,5.0
Vincent Cornell,4.3
Adam Glynn,5.0
María Carrión,3.0
Kathryn Amdur,3.2
Stefan Lutz,3.9
Kim Wallen,4.0
Longmei Shu,1.3
Scott Lilienfeld,4.3
Chris Rider,4.0
Diego Rojas,5.0
Richard Hermes,5.0
Ines Gonzalez Casanova,3.1
Jeremy Weaver,3.8
Chenghong Liao,5.0
Matthew Rankin,5.0
Jack McDowell,3.7
Mark Leidner,4.7
Navid Hashemi,4.4
Mona Ray,2.0
Lilia Coropceanu,4.8
Daniel Sanchez,3.6
James Nance,3.0
David Jacho-Chavez,3.0
Carla Moreno,1.5
Laura Plantinga,2.0
Charlie Michael,4.5
John DAmico,5.0
Harvey Klehr,4.3
Anna Horakova,4.7
Leslie Taylor,5.0
Dawn Barnes,5.0
Qiao Deng,1.0
Marianne Lancaster,4.9
Bracht Branham,2.7
Gene Gettler,5.0
Sarah Connolly,3.0
Alicia Rodriguez,4.2
Eric Reynolds,5.0
Bayo Holsey,1.0
Donald Verene,4.3
Meleah Hickman,1.0
Lawrence Benveniste,2.7
Rachel Kolb,4.7
Tracy Yandle,2.3
Alexander Mendes,5.0
David Ferris,2.9
Steven Batterson,2.3
Livia Corsi,1.7
Judith Evans-Grubbs,3.5
Adam Forrester,5.0
Barbara Strock,3.4
John Duncan,4.2
Amanda Starnes,4.8
Robert Kelly,5.0
Catherine Fullarton,3.5
Shannon Garland,2.0
Leonard Carlson,3.1
David Fisher,4.7
Camille Cottrell,5.0
Anthony Cooke,3.0
Deborah Ingalls,5.0
Sujeong Choi,5.0
Charles Ferris,4.1
Jia-Chen Fu,3.3
Wenwen Guo,1.5
Josh Maxwell,5.0
Patrick Herald,4.8
Ryan Cook,2.9
Christine Perkell,3.8
Anca Doloc-Mihu,3.5
Sergio Salazar,3.5
Vanessa Siddle Walker,1.8
Dorothea Coblentz,4.9
Sheila Tefft,3.2
Jessica Thompson,4.0
Melissa Pinto,2.8
Rebbecca Kaplan,4.7
Fade Eadeh,3.0
Brent Meyer,2.0
Richard Doner,5.0
Rebecca McGlynn,3.7
Karl Hagen,2.0
Daniel Shehnar,4.5
Rafael Mendoza,4.0
Michael Moon,5.0
Thomas Walker,4.5
Katherine Howard,5.0
Gordon Streeb,3.1
Michael Vaughn,5.0
Todd Preuss,3.0
Susan Bredlau,4.5
William Tolbert,5.0
Ben Hary,4.4
Matthew Lewis,4.0
Garth Tissol,4.8
Tara Doyle,3.6
Darryl Neill,4.0
Bonna Wescoat,4.7
Sangeun Lim,4.0
Susanna Widicus Weaver,2.8
Allison Louie,4.9
Sara Edwards,3.5
Cassie Hendrix,3.0
Anandhi Bharadwaj,2.8
Sofia Guzzetti,3.0
John Kim,5.0
Noriko Takeda,4.2
Allal El Hajjam,3.8
Oliver Randall,3.7
William Curatolo,5.0
Carolynn Accardi,4.0
Umesh Gangishetti,3.4
Jessica Cook Hale,5.0
Sally Radell,4.0
Melissa Owen,5.0
Brandon Fain,4.0
Justin Shaw,2.9
Benjamin Twagira,4.3
Munia Srabanti Bhaumik,4.6
Shamim Nemati,3.0
John Pothen,5.0
Robert McCauley,4.1
Harumi Miyake,4.3
Eric Choi,3.9
Whitney Ronshagen,5.0
Bobbi Patterson,4.8
Shai Cohen,4.3
Xuan Chen,2.6
Alessandro Barone,1.0
Melinda Robb,4.2
Madeline Locus Dawsey,5.0
William Wright,5.0
Benjamin Hertzberg,4.7
Ryan Gibson,4.0
Rebecca Roberts,4.0
Alyssa Duck,4.2
Marko Geslani,2.7
Michael Marberry,4.2
Tzvetana Rakovski,1.0
Aruni Mahapatra,4.0
Robert Schneider,4.8
David Civitello,5.0
Joon Chung,4.5
Jonathan Crane,4.4
Vincent Murphy,3.2
Takafumi Yamaguchi,4.3
Sabino Kornrich,4.0
Allison Roberts,5.0
Jay Schwartz,5.0
Yu Li,3.5
Nieves Prados,4.3
Bruce Levin,2.0
William Gruber,5.0
Andrew Stewart,5.0
Kiera Allison,1.0
Kenneth Stein,4.3
Lindsey Grubbs,5.0
Eric Rottman,2.5
Jenny Chio,4.2
Richard Talman,4.0
Yifeng Zhu,3.0
Barry Yedvobnick,4.8
Kalpana Narayanan,5.0
Sahar Hassanin,3.3
Zainab Delawalla,3.3
Hannah Markley,4.5
Sharon Weiner,4.7
Willaim Kay,4.0
Victor Corces,4.3
Mark Bauerlein,3.4
Christopher Lirette,4.4
Kevin Lucas,4.8
Sumit Mishra,1.0
Tehila Sasson,3.0
Jung Hoon Lee,2.5
Sheila Tschinkel,2.0
Frederick Marcus,4.3
Carol Worthman,4.3
Alex Viguerie,4.3
Tory Vornholt,5.0
Reuben Sass,4.3
Sara Bledsoe,5.0
Youness Elbousty,5.0
Gray Crouse,4.0
Fredric Menger,2.3
Dawn Peterson,2.0
Liv Nilsson-Stutz,4.3
Tianquan Lian,2.0
Glenna Brewster,2.5
Frank Alexander,4.4
Chang Meng,2.0
Jim Grimsley,3.8
James Kinney,5.0
Heather Julien,4.5
Cameron Lee,2.3
Adrian Jaeggi,3.8
Reda Mansour,5.0
Billie Jean Collins,2.2
Jennifer Meeks,5.0
Jeffrey Davis,4.7
Leah Williams,5.0
Hanne Blank,4.3
Irem Ebeturk,5.0
Richard Prior,4.6
Lauren Mattioli,5.0
Morgan Vaughn,5.0
Mary Sevier,3.8
Aaron Graham,4.5
Vernon Robbins,2.3
Velcheru Rao,4.1
Ashley Watts,5.0
Amy Aidman,2.3
Theophus Smith,1.9
Susan Crosson,3.4
Gregg Orloff,4.5
Melissa Pirkey,4.2
Sujit Shrestha,5.0
Nagueyalti Warren,2.4
Rachel Parrish,3.0
Osman Nemli,4.7
Michele Benzi,4.0
Jireh Holder,5.0
Emily Leithauser,4.5
Rachel Dudley,1.0
Ursula Goldenbaum,3.5
Jehu Hanciles,1.0
Hilary Gopnik,4.2
Maria Garcia Prados,5.0
Aaron Shepherd,5.0
Paul Bruno,3.6
Edward Owens,3.6
Natasha Trethewey,4.9
Edward Owens,2.8
Aya McDaniel,4.1
Mukasa Mubiromusoke,5.0
Lucilla Pan,3.0
Sissel McCarthy,3.0
Margaret Callahan,4.0
Ariel Fristoe,5.0
Eriko Nishizawa,5.0
Zachary Ludington,4.7
Valerie Summet,4.0
Samy Wu,4.0
Grace Pownall,3.7
Jagdish Sheth,4.0
Rick Doner,4.8
William Size,4.9
Gina Gallois,4.0
Lawrence Barsalou,3.3
Patricia Marsteller,2.0
Edouard Wemy,3.1
Hilary King,3.0
Frans De Waal,2.3
Fereydoon Family,3.5
Mark Norfleet,4.2
Leigh Allen,3.9
Maria Fernandez-Santos,4.4
Elizabeth Alexander,5.0
Eyal Tamir,4.8
Robert Agnew,3.9
Ingrid Meintjes,5.0
Eilaf Egap,3.0
Madison Elkins,5.0
Hao Huang,3.0
Roshni Patel,4.0
Nauzet Alvarado,5.0
Terri Ades,3.1
Shozo Yokoyama,2.0
David Pratt,2.5
Eddy Von Mueller,4.3
Tracey Laird,4.0
Demetrius Lewis,1.0
Madelyn Houser,5.0
Mark Ravina,4.1
Kieran Moore,2.5
Angel Martin,5.0
Molly Brodak,4.3
Leslie Real,4.6
Irina Zaitseva,3.2
Nick Fotion,3.8
Rick Rubinson,3.2
James Rosenfeld,4.8
George Gordon-Smith,4.3
Merle Black,4.5
Hazem Ziada,1.0
Justine Liepkalns,2.9
Reed Gordon-Sarney,4.2
Malachi Black,4.3
Christopher Scarborough,4.8
Ellen Anderson,4.5
Benjamin Tovrog,3.4
Gordon Newby,3.4
Marion Creekmore Jr,5.0
Dalia Judovitz,4.0
Kevin Brennan,4.5
Victor Manuel Aricheta,5.0
Ning Yu,3.5
Troy Retter,3.4
Walter Adamson,3.8
Wan-Li HO,4.7
Donna Troka,4.6
Paul Hooper,4.9
Elliott McCarter,4.5
Vialla Hartfield-Mendez,4.5
Joel Reynolds,4.0
Margarita Zabelina,5.0
Andrew Francis,4.5
Cory Andrew Labrecque,4.9
Dennis Goginsky,4.3
Holloway Sparks,3.9
Alison Heslin,4.5
Dianne Diakite,4.8
Gil Avramovich,4.3
Jamie Davis,4.7
Melissa Waller,5.0
Phillip Thompson,3.0
Nick Block,5.0
Otto Lenhart,4.8
Tina Colvin,4.8
Kui Deng,4.3
Kathryn Miner,4.3
Thomas Remington,3.9
Christopher Palazzolo,3.3
Marlo Starr,5.0
Kristin Mann,4.5
Janice Akers,4.8
Karen McCarthy,4.6
Megan Warnock,5.0
Ronald Gould,2.5
Regina Werum,4.0
Julia Haas,5.0
Vladimir Oliker,3.0
Quyen Phan,5.0
Karla Oeler,3.0
Eilaf Ahmed,2.5
Ann Massey,3.5
Jessica Fuller,4.5
Maria Aslam,2.3
Melissa Hackman,4.3
Whitney Peoples,4.8
Robert Martin,3.0
William Black,1.6
William Ransom,5.0
Monica Kiewit,4.5
Martin Riu,5.0
Jonathan Goldberg,2.5
Boyi Yang,3.5
Christopher Moller,4.0
Trexler Proffitt,3.5
Paul Rubin,4.3
Ke Wu,4.7
David Cook,4.0
Rebecca Kumar,4.0
Seunghyun Song,4.7
Natalie Merrill,5.0
Amanda Clemm,3.8
Robert Torre,4.5
Sarah Richards,4.0
Sabrina Sidaras,4.2
Shlomit Finkelstein,4.5
Susan White,4.3
Jason Shepard,4.8
Manish Tripathi,4.3
Leandro Gryngarten,2.3
Lauren Matthews,2.4
James Roark,5.0
Samuel Timme,1.0
Frasier Harbutt,4.1
Tim Halloran,4.3
Leroy Davis,2.7
Steven Pittz,4.6
Micheal Giles,3.6
Richard Patterson,3.8
Latika Lagalo,3.9
Randy Fullerton,4.8
Brandy Simula,4.2
Rui Zhao,3.5
Naama Harel,4.8
Sarita Alami,5.0
Nicholas Jones,3.0
Claire Laville,3.3
Julia House,4.5
Fred Helenius,5.0
Gloria Jirsaraie,3.8
Robyn Banton,4.0
Ilia Dichev,5.0
Sung Mo,3.1
Jordan Johnson,4.0
Adele Lopez,1.0
Justin Andrews,3.8
Ronald Calabrese,3.4
Mary Odem,4.8
Stefan Boettcher,4.0
Stephanie Iasiello,3.8
Chris Marshall,4.8
Audrey Magre-Burba,5.0
Mzwandile Ginindza,2.7
Roopika Risam,5.0
Benjamin Krakauer,2.5
Judy Raggi Moore,3.7
Vic Anand,4.7
Amy Elkins,4.8
Michelle Parsons,4.7
Shannon McClintock,3.8
Alex Hicks,2.1
Tilman Klumpp,3.6
Peggy Barlett,2.8
Fernando Esquivel,4.3
Reginald Little,1.3
Mika Yamaguchi,5.0
Elena Conis,4.8
Melody Siegler,1.9
Rizvana Bradley,4.8
Erin Suzuki,4.8
Victor Larsen,4.8
Timothy McDonough,5.0
Oded Borowski,2.5
Joseph Cadray,2.6
Xue Wang,3.6
Kris Knisely,5.0
John Malko,2.4
Cora MacBeth,4.9
Ricardo Gutierrez-Mouat,3.1
Esther Simons Weinberg,5.0
Joyce Flueckiger,4.8
Starra Priestaf,3.7
William Ekins,4.3
Karla Passalaqua,4.6
Justin Gallivan,3.4
William Yoo,4.5
Jennifer Holzman,4.8
John Boli,4.3
Darrell Stokes,3.3
Kevin Young,3.5
Breno Schmidt,5.0
Samantha Allen,4.8
Melvin Rogers,3.3
Sarah Calcutt,1.0
Perry Guevera,5.0
Randall Strahan,5.0
Steve Everett,5.0
Amin Erfani,4.8
Jiening Pan,1.0
Stephanie Rodgers,4.1
Cody Smith,4.5
Wendy Farley,4.5
Harry Rusche,4.8
Luke Postle,3.7
Sergio Gutierrez Negron,4.6
Paul Wrayno,1.4
Mari Webel,4.3
Sarah Stein,5.0
Brian Campbell,5.0
Ran Sun,1.0
Sarah Stein,3.3
Jeffrey Freeman,4.5
Casey Cochran,4.8
Christopher Gilson,3.9
Timothy Harfield,2.0
Carla Freeman,2.3
Robert Desrochers,3.8
Katherine Williams,4.5
Paul Courtright,2.1
Yoshiaki Furui,5.0
Ashley Darcy Mahoney,5.0
Carolyn Clevenger,5.0
Kellie White,1.0
Teri Marin,5.0
ED Craighead,5.0
Tongsoon Lee,4.8
Alyssa Stalsberg,3.9
Scott Stewart,4.9
Ryan Garibaldi,4.3
Shuai Zheng,1.0
Amanda Pendleton,4.3
Bret Katzman,4.0
Jaroslaw Slawinski,2.0
Katharine Schweitzer,4.9
Richard Williamon,3.7
Mary Grabar,2.3
Woody Hickcox,3.5
Neha Ahnju,2.5
Tetyana Molodtsova,5.0
Kaori Harada,3.0
Brian Croxall,4.5
Rebecca Clark,1.0
Lynn Maxwell,4.0
Keren Ayalon,5.0
Kate Yeager,4.3
Sarah Gouzoules,3.1
Judith Rohrer,3.0
David Armstrong,4.7
Michelle Manno,4.8
Harmony Neal,5.0
Christine McCulloch,3.0
Susan Bredlau,5.0
Ulester Douglas,4.5
Margaret Keneman,4.5
Dorothy Fletcher,4.8
Adrian Austin,2.9
Martin Shapiro,4.3
Teresa Hopkin,0.0
Laura Namy,3.9
Sara Ward,3.9
Zizhang Tong,5.0
Larry Taulbee,2.4
Victoria Finnerty,2.1
David Bell,4.2
Amanda Rogers,4.3
Jennifer Orth,4.0
Tom Clark,3.0
Domenico Crudo,4.5
Luca Bonomi,2.7
Kate Woeber,4.5
Charles Williams,5.0
Kelly Del Campo,4.0
Anna Finkel,2.5
Robert Phillips,4.0
Rachel Bowser,4.9
Qing Chu,3.8
Edward Glowienka,4.5
Crystal Edmonson,1.5
Cynthia Counts,3.5
Aaron Abrams,5.0
Katrin Jomaa,5.0
Jong Kwan Lee,4.3
Umberto Villa,3.0
Susan Janiszewski,3.8
Ana Solano-Campos,3.5
Jessica Grosholz,5.0
Liz Waldman,4.0
Sean Wempe,5.0
Yumiko Nishi,4.5
Hernando Bermudez,3.5
Rosario Vickery,3.5
Sandy Jap,5.0
Usha Nair-Reichert,3.7
Sermin Gungor,5.0
Kaz Miyagiwa,4.0
David Frisvold,4.8
Aidan Downey,4.5
George Armelagos,3.7
Chanel Craft,4.5
Sean Thomas,3.4
Gregory Everett,4.5
Myron Kaufman,1.4
Njalia Pitre,2.8
Erik Nesson,3.0
Alice Benston,4.3
Emily Kader,4.8
Gray Dustin,3.0
Beverly Schaffer,2.9
Rick Rambuss,4.0
Charlotte Merchant,5.0
Hasan Palta,4.2
Daniel Adame,3.3
Maggie Hagerman,5.0
Carla Chelko,4.0
Richard Levinson,5.0
Jason Schulman,5.0
Kathryn Kadous,5.0
Oindrila Mukherjee,1.0
Jennifer Svienty,3.0
Patrick Blanchfield,5.0
Mary Brown Bullock,5.0
George Engelhard,4.3
Laurie Gaydos,5.0
Eric Butler,3.9
Frank Pajares,3.8
Catherine Vena,5.0
Laurie Patton,3.0
William Brown,2.5
Claire Wofford,5.0
Kinnari Amin,3.2
John Juricek,3.7
Juan Del Aguila,3.0
Huili Zheng,5.0
Jared Rothstein,4.0
Lori Marino,2.4
Tami Thomas,5.0
Vaughn Schmutz,4.5
Scott Lacy,3.7
Richard Luger,2.1
Ron Schuchard,4.4
Sarah Vitorino,5.0
Ronald Johnson,2.8
Barbara Peck,3.5
Ted Brzinski,5.0
Ivan Rasnik,3.0
Myffy Hopkins,4.8
Shalom Goldman,4.7
Rich Metters,4.3
Phillip Hutto,4.7
Chang Liu,1.0
Nathaniel Vigil,4.8
Jennifer Brady,4.1
George Jones,2.8
Lee Clontz,4.0
Farah Hasin,4.0
Christopher Blake,4.2
Susan Riner,4.9
Sarah Higinbotham,4.9
Donald Beaudette,4.6
Alexandria Orozco,5.0
CC Cannon,5.0
Ken Anderson,4.1
Ting Li,3.0
Maria Davis,4.6
Tien Chih,3.7
Nick Fesette,5.0
Emorja Roberson,2.8
Scott Garner,4.8
Paul Oser,4.6
Brad Hawley,4.2
Mary Johnson,1.0
Natalia Bayona Vasquez,3.9
Russell Cutts,3.6
Daniel Ludwinski,2.7
Brenda Harmon,4.6
Nichole Powell,1.9
Alix Olson,4.7
Jiwon Min,5.0
Cameron Trinh,5.0
Hai Le,4.0
Annette Neuman,3.7
Kelly Murray-Stoker,5.0
Jennifer McGee,4.0
Bamba Ndiaye,4.7
Salmon Shomade,2.7
Susan Ashmore,4.1
Daniel Walter,3.9
David Leinweber,1.7
Jeffrey Auerbach,3.9
Austin Scharf,4.1
Reza Saadein,4.1
Anouar El Younssi,4.4
Christina Lee,2.5
Erica Oduaran,4.0
Jonathan Hulgan,3.2
Nitya Jacob,4.4
Erin Tarver,3.6
Clayton Ristow,5.0
Fang Chen,4.2
Emily McLean,4.8
Adrianne Ivey,4.0
David Gowler,4.1
Caroline Brantley,5.0
Jessica Ham,3.1
Teresa Romano,3.9
Gwendolynne reid,3.7
Michael Rogers,2.8
Tasha Dobbin-Bennet,4.8
Zheng Gu,5.0
Rachel Harmon,5.0
Leyla Eghbalzad,4.8
Eve Mullen,4.1
David Resha,4.4
Devon Goss,5.0
Sheldon Lawrence,3.6
Ellakisha O'Kelley,3.8
Florian Pohl,4.6
Melissa Hage,3.4
Pablo Palomino,3.4
Jenny Burgman,4.7
Guillermo Pernet,4.0
Sharon Lewis,2.8
Simbarashe Nkomo,3.5
Henry Bayerle,4.0
Jack Hardy,4.4
Sean Mo,3.9
Rick Thompson,3.0
Lloyd Parker,3.7
Tulay Dixon,5.0
Chenglin Chai,4.8
Ken Carter,4.3
Mike McQuaide,4.1
Maria Tarazona,4.8
Guibao Yang,4.1
Andrea Fitzroy,4.2
Jasminka Ninkovic,3.0
Zachary Binney,2.6
Eric Solomon,4.6
Marvin McNeill,4.7
Phil Segre,3.1
Alicia Denicola,3.1
Olivia Hendricks,5.0
Effrosyni Seitaridou,4.6
Sarah Fankhauser,4.2
Bill McKinnon,1.4
Gregory Moss-Brown,3.5
Molly McNamara,4.8
Francis Adams,4.4
Heather Black,4.0
Lyn Pace,3.7
Stacy Bell,3.1
Joshua Mousie,4.3
Maria Gonzalez-Davis,4.5
Ariel VanLeuven,2.9
Christine Loflin,3.4
Aaron Schultz,4.5
Michael Martin,4.7
Opal Duncan,3.0
Bridgette Gunnels,4.2
Albert Ikeda,4.0
Salvador Raggio,4.6
Matthew Moyle,4.3
Margaret McGehee,4.9
Gwen Blount,5.0
Alfred Farris,5.0
Adam Stanaland,5.0
Kalyan Chakraborty,3.0
Pamela Watson,1.6
Larkin Ford,5.0
Tavish Dunn,3.1
Tameka Cage Conley,3.0
Subhshri Sahu,1.0
Andrew Neff,4.1
Deric Shannon,4.5
Bree Beal,4.0
Steven Watts,4.8
Aalekhya Malladi,5.0
Patan Tippitak,5.0
Alejandro Abarca,5.0
Karen Rogers,2.5
Maren Jill Adams,4.6
Deandre Miles-Hercules,5.0
Ana Kucelin,3.0
Julia Burns,4.0
Megan Kearney,5.0
Jennifer Mischel,4.9
Bill Shapiro,4.2
Rebekah Spera,4.7
Penny England,3.2
Jaimee Swift,3.5
Usha Rackliffe,3.8
Daniel Nash,2.7
Aleks Novikov,3.6
Faiza Rahman,1.7
Jason Rosenholtz-Witt,4.7
Lauren Neefe,5.0
Annie McEwen,4.4
Elena Antoniadou,3.0
Deepika Das,4.0
Janet Coonce,4.5
Catherine Bagwell,4.6
Heunggi Park,3.5
Miguel Gualdron-Ramirez,5.0
Laura Ramiro Moreno,5.0
Yu Chan Chang,4.6
Pandora White,1.0
Leigh Elion,5.0
LaTonia Taliaferro-Smith,5.0
Mary Rucker,4.8
Begona Claveria,4.5
Bryana Bush,4.3
John Kress,2.2
Katherine Vigilante,3.1
Robert Bailey,2.6
Maria Archetto,2.5
Saikat Chakraborty,4.4
Steve Baker,4.9
Callie Wigington,4.7
Luke Hagemann,3.0
Benjamin Purkis,3.2
Eloise Carter,4.3
Rodger Brunson,5.0
Elaine Liu,3.4
Kristi Helfen,1.7
Louis Fagnan,5.0
Mohammad misagh Javaherian,5.0
Kira Jones,3.3
Nicolas Petit,3.5
Yunfeng Mu,5.0
Xiaobo Wang,4.3
William Wright,5.0
Camille Cottrell,4.8
Andrew Boatright,4.8
Widaad Zaman,3.7
Cassandra Casias,5.0
Jessica Lopes Da Rosa,3.0
Patti Owen-Smith,3.0
Mary Shiraef,4.0
Alexander Brumlik,3.1
Xujue Bao,5.0
Pat Del Rey,4.6
Alexandra Tremblay,4.0
Jeff Galle,4.5
Elizabeth Venell,3.6
Swati Agarwal,4.0
Muhammad Husain,5.0
McKenna Rose,5.0
Zainab Delawalla,3.4
Hojin Kim,4.0
Kevin Quarmby,4.5
Theodosia Wade,3.8
Evelyn Bailey,2.9
Clark Lemons,3.3
Joshua Hall,4.5
Maria Aslam,2.4
Catherine Riner,5.0
Lucas Carpenter,4.4
Yan Liu,4.5
Sarah Cash,4.8
Lisa Ward,2.5
Aaron Jonas Stutz,3.5
Jessica Wahman,3.9
Boris Nikolaev,4.0
Elizabeth Gleim,4.4
Steve Henderson,4.0
James Honeycutt,3.2
Kristen Gordon,4.7
Nicole Varga,4.0
Joseph Johnson,4.7
Brittany Robinson,4.7
Ricardo Conceicao,3.2
Kelly Dennison,2.0
Heather Patrick,4.0
Lane Denicola,4.1
Matthew Wechter,2.9
Frank Maddox,3.0
William Moore,4.3
Delia Nisbet,3.6
Cuiju Tang,3.8
Bill Cody,2.9
Diogo Pinheiro,3.8
Antho Harris,2.9
Brandon B. Feldman,4.5
Mary Moser,0.0
Valerie Singer,3.6
Andrew Hookom,4.3
Jennifer Gaulding,3.7
Amanda Pendleton,3.4
Matthew Keisner,3.9
Apaar Kumar,3.1
Gayle Doherty,3.6
Daniel Barber,3.3
Jennifer Svienty,3.5
Nancy Bowen,2.4
Kent Linville,5.0
Anthony Gonzales,4.7
Jack Eichler,3.4
Jasmin Hutchinson,5.0
Michael Sabatelle,5.0
Gretchen Schulz,2.6
Jianmin Ma,1.9
Kevin Yeomans,4.1
Elizabeth White,4.5
Todd Sherman,4.4
L. James Dooley,5.0
Ozgur Gursoy,3.3
Caroline Burd,4.1
Kelly Del Campo,2.8
